Node1,Node2
diet,around
around,world
family,understands
understands,lemur
lemur,previously
previously,size
size,gorilla
family,understands
understands,366
366,dimple
dimple,regulation
regulation,golf
golf,ball
family,understands
understands,ketchup
ketchup,leaf
leaf,bottle
bottle,measured
measured,speed
speed,25
25,mile
mile,per
per,year
family,feel
feel,austrian
austrian,physicist
physicist,erwin
erwin,schrödinger
schrödinger,allergic
allergic,cat
family,feel
feel,1
1,billion
billion,car
car,currently
currently,use
use,around
around,world
family,feel
feel,might
might,huge
huge,planet
planet,solar
solar,system
family,feel
feel,evidence
evidence,seymour
seymour,island
island,suggest
suggest,penguin
penguin,6
6,ft
ft,tall
family,feel
feel,banana
banana,technically
technically,berry
family,feel
feel,sneezing
sneezing,traveling
traveling,60
60,mph
mph,make
make,close
close,eye
eye,50
50,foot
family,feel
feel,insect
insect,attracted
attracted,light
light,moon
family,feel
feel,butterfly
butterfly,taste
taste,foot
family,feel
feel,human
human,physically
physically,cannot
cannot,hum
hum,holding
holding,nose
family,feel
feel,pineapple
pineapple,named
named,pinecone
family,feel
feel,cold
cold,water
water,cleansing
cleansing,hot
hot,water
friend,think
think,new
new,element
element,discovered
discovered,outside
outside,periodic
periodic,table
friend,think
think,band
band,metallica
metallica,first
first,group
group,play
play,seven
seven,continent
friend,think
think,99
99,individual
individual,denmark
denmark,ireland
ireland,united
united,arab
arab,emirate
emirate,internet
internet,access
friend,think
think,star
star,universe
universe,grain
grain,sand
sand,earth
friend,think
think,population
population,united
united,state
state,increase
increase,one
one,person
person,every
every,12
12,second
friend,think
think,new
new,zealander
zealander,pet
pet,per
per,household
household,country
friend,think
think,wild
wild,boar
boar,wash
wash,food
friend,think
think,elasticity
elasticity,rubber
rubber,band
band,last
last,much
much,longer
longer,refrigerated
friend,think
think,baby
baby,spider
spider,called
called,spiderlings
friend,believe
believe,would
would,take
take,50
50,petabyte
petabyte,drive
drive,store
store,every
every,written
written,work
work,ever
ever,created
friend,believe
believe,pound
pound,housefly
housefly,contains
contains,protein
protein,pound
pound,beef
friend,believe
believe,new
new,zealander
zealander,pet
pet,per
per,household
household,country
friend,believe
believe,eiffel
eiffel,tower
tower,get
get,taller
taller,summer
friend,believe
believe,leech
leech,historically
historically,used
used,predict
predict,weather
friend,believe
believe,banana
banana,get
get,curved
curved,shape
shape,growing
growing,towards
towards,sun
friend,believe
believe,honeybee
honeybee,recognize
recognize,human
human,face
friend,understand
understand,car
car,horn
horn,honk
honk,key
key,f
friend,understand
understand,world
world,generates
generates,2
2,5
5,quintillion
quintillion,byte
byte,data
data,every
every,day
friend,understand
understand,neptune
neptune,radiates
radiates,heat
heat,get
get,sun
friend,understand
understand,might
might,huge
huge,planet
planet,solar
solar,system
friend,understand
understand,baked
baked,bean
bean,actually
actually,baked
friend,understand
understand,longest
longest,location
location,name
name,planet
planet,earth
earth,85
85,letter
letter,english
friend,understand
understand,eiffel
eiffel,tower
tower,get
get,taller
taller,summer
friend,understand
understand,first
first,commercial
commercial,airplane
airplane,flight
flight,lasted
lasted,23
23,minute
friend,understand
understand,human
human,eyeball
eyeball,grow
grow,change
change,size
size,age
friend,understand
understand,two
two,teeth
teeth,different
different,people
people,ever
ever,alike
friend,understand
understand,banana
banana,get
get,curved
curved,shape
shape,growing
growing,towards
towards,sun
friend,understand
understand,frigate
frigate,bird
bird,sleep
sleep,flying
friend,understand
understand,pineapple
pineapple,plant
plant,produce
produce,one
one,pineapple
pineapple,year
friend,feel
feel,bangkok
bangkok,full
full,name
name,163
163,letter
friend,feel
feel,automotive
automotive,industry
industry,employ
employ,9
9,9
9,million
million,american
friend,feel
feel,band
band,metallica
metallica,first
first,group
group,play
play,seven
seven,continent
friend,feel
feel,recorded
recorded,song
song,history
history,summertime
summertime,written
written,george
george,gershwin
gershwin,dorothy
dorothy,heyward
friend,feel
feel,london
london,england
england,world
world,oldest
oldest,subway
subway,system
friend,feel
feel,pound
pound,housefly
housefly,contains
contains,protein
protein,pound
pound,beef
friend,feel
feel,sweden
sweden,island
island,country
friend,feel
feel,one
one,strand
strand,hair
hair,hold
hold,3
3,ounce
ounce,weight
friend,feel
feel,fold
fold,chef
chef,hat
hat,represents
represents,number
number,way
way,someone
someone,cook
cook,egg
friend,feel
feel,sea
sea,otter
otter,born
born,unable
unable,swim
colleague,think
think,american
american,industrialist
industrialist,andrew
andrew,carnegie
carnegie,net
net,worth
worth,475
475,million
million,usd
usd,worth
worth,300
300,billion
billion,usd
usd,today
colleague,think
think,watched
watched,summer
summer,olympics
olympics,event
event,past
past,20
20,year
year,gymnastics
colleague,think
think,american
american,basketball
basketball,legend
legend,wilt
wilt,chamberlain
chamberlain,never
never,fouled
fouled,game
colleague,think
think,shark
shark,glow
glow,dark
colleague,think
think,day
day,mar
mar,length
length,earth
colleague,think
think,sun
sun,take
take,one
one,earth
earth,month
month,make
make,full
full,rotation
colleague,think
think,australia
australia,bright
bright,pink
pink,lake
colleague,think
think,butterfly
butterfly,taste
taste,foot
colleague,think
think,cow
cow,best
best,friend
friend,get
get,stressed
stressed,separated
colleague,think
think,eiffel
eiffel,tower
tower,get
get,taller
taller,summer
colleague,think
think,cactus
cactus,spine
spine,used
used,make
make,hook
colleague,think
think,people
people,speak
speak,english
english,second
second,language
language,use
use,primary
primary,language
colleague,think
think,sloth
sloth,hold
hold,breath
breath,longer
longer,dolphin
colleague,think
think,honeybee
honeybee,recognize
recognize,human
human,face
colleague,think
think,queen
queen,ant
ant,colony
colony,live
live,around
around,30
30,year
colleague,believe
believe,drone
drone,delivery
delivery,already
already,happening
happening,become
become,common
common,2025
colleague,believe
believe,yellowstone
yellowstone,national
national,park
park,home
home,supervolcano
colleague,believe
believe,average
average,user
user,check
check,mobile
mobile,phone
phone,around
around,150
150,time
time,day
colleague,believe
believe,common
common,garden
garden,snail
snail,12
12,000
000,teeth
colleague,understand
understand,microorganism
microorganism,one
one,teaspoon
teaspoon,soil
soil,people
people,planet
colleague,understand
understand,highest
highest,total
total,mileage
mileage,clocked
clocked,single
single,car
car,2850000
2850000,million
million,mile
colleague,understand
understand,world
world,generates
generates,2
2,5
5,quintillion
quintillion,byte
byte,data
data,every
every,day
colleague,understand
understand,average
average,user
user,check
check,mobile
mobile,phone
phone,around
around,150
150,time
time,day
colleague,understand
understand,artificial
artificial,banana
banana,flavoring
flavoring,based
based,extinct
extinct,banana
banana,type
colleague,understand
understand,bubble
bubble,wrap
wrap,originally
originally,designed
designed,used
used,wallpaper
colleague,understand
understand,espresso
espresso,maker
maker,sent
sent,space
colleague,understand
understand,burn
burn,calorie
calorie,standing
colleague,understand
understand,largest
largest,living
living,thing
thing,earth
earth,tree
colleague,feel
feel,iceland
iceland,growing
growing,5
5,centimeter
centimeter,per
per,year
colleague,feel
feel,582
582,million
million,entrepreneur
entrepreneur,world
colleague,feel
feel,earliest
earliest,playable
playable,recording
recording,person
person,singing
singing,recorded
recorded,1860
colleague,feel
feel,moon
moon,part
part,earth
colleague,feel
feel,double
double,rainbow
rainbow,mirror
mirror,image
image,first
first,rainbow
colleague,feel
feel,elephant
elephant,console
console,stressful
stressful,situation
colleague,feel
feel,single
single,lightning
lightning,bolt
bolt,enough
enough,energy
energy,toast
toast,100
100,000
000,slice
slice,bread
colleague,feel
feel,baby
baby,spider
spider,called
called,spiderlings
colleague,feel
feel,fit
fit,400
400,grapevine
grapevine,one
one,acre
acre,land
colleague,feel
feel,strawberry
strawberry,known
known,fruit
fruit,grow
grow,seed
seed,externally
point,view
view,average
average,human
human,child
child,developing
developing,body
body,300
300,bone
bone,adulthood
adulthood,206
point,view
view,582
582,million
million,entrepreneur
entrepreneur,world
point,view
view,90
90,good
good,shipped
shipped,ocean
ocean,freight
point,view
view,total
total,number
number,multinational
multinational,company
company,investing
investing,green
green,initiative
initiative,increased
increased,35
35,since
since,2020
point,view
view,1
1,billion
billion,car
car,currently
currently,use
use,around
around,world
point,view
view,hummingbird
hummingbird,bird
bird,fly
fly,backwards
point,view
view,halley
halley,comet
comet,seen
seen,2061
point,view
view,red
red,billed
billed,quelea
quelea,common
common,bird
bird,earth
point,view
view,banana
banana,get
get,curved
curved,shape
shape,growing
growing,towards
towards,sun
point,view
view,human
human,brain
brain,us
us,20
20,body
body,oxygen
view,vinyl
vinyl,record
record,sale
sale,surpass
surpass,compact
compact,disc
disc,sale
view,mercury
mercury,venus
venus,2
2,planet
planet,solar
solar,system
system,moon
view,jupiter
jupiter,moon
view,might
might,huge
huge,planet
planet,solar
solar,system
view,pound
pound,housefly
housefly,contains
contains,protein
protein,pound
pound,beef
view,one
one,type
type,parrot
parrot,kea
kea,parrot
parrot,laugh
laugh,together
together,good
good,mood
view,neptune
neptune,first
first,planet
planet,discovered
discovered,seen
seen,telescope
view,wild
wild,boar
boar,wash
wash,food
view,outerspace
outerspace,partly
partly,smell
smell,like
like,diesel
diesel,fuel
fuel,barbeque
view,two
two,teeth
teeth,different
different,people
people,ever
ever,alike
opinion,oldest
oldest,surviving
surviving,song
song,around
around,3
3,500
500,year
year,old
opinion,single
single,day
day,venus
venus,take
take,243
243,earth
earth,day
opinion,marie
marie,curie
curie,person
person,two
two,nobel
nobel,prize
prize,different
different,science
opinion,town
town,calama
calama,chile
chile,never
never,experienced
experienced,rain
opinion,pineapple
pineapple,plant
plant,produce
produce,one
one,pineapple
pineapple,year
thinking,fly
fly,individual
individual,jetpacks
jetpacks,2032
thinking,would
would,take
take,le
le,month
month,get
get,moon
moon,car
car,60mph
thinking,would
would,take
take,50
50,petabyte
petabyte,drive
drive,store
store,every
every,written
written,work
work,ever
ever,created
thinking,concorde
concorde,fastest
fastest,passenger
passenger,jet
jet,ever
thinking,currently
currently,300
300,cruise
cruise,ship
ship,operating
operating,around
around,world
thinking,evidence
evidence,seymour
seymour,island
island,suggest
suggest,penguin
penguin,6
6,ft
ft,tall
thinking,scottish
scottish,first
first,people
people,fry
fry,chicken
thinking,crocodile
crocodile,cannot
cannot,stick
stick,tongue
thinking,black
black,cat
cat,good
good,luck
luck,britain
britain,japan
thinking,espresso
espresso,maker
maker,sent
sent,space
thinking,candle
candle,flame
flame,blue
blue,zero
zero,gravity
thinking,world
world,largest
largest,pyramid
pyramid,cannot
cannot,found
found,egypt
thinking,banana
banana,get
get,curved
curved,shape
shape,growing
growing,towards
towards,sun
thinking,alaska
alaska,u
u,state
state,whose
whose,name
name,typed
typed,single
single,row
row,american
american,standard
standard,keyboard
understanding,musical
musical,artist
artist,prince
prince,played
played,27
27,different
different,instrument
instrument,debut
debut,album
understanding,kite
kite,flying
flying,professional
professional,sport
sport,thailand
understanding,concorde
concorde,fastest
fastest,passenger
passenger,jet
jet,ever
understanding,one
one,third
third,world
world,airport
airport,located
located,u
understanding,dragonfly
dragonfly,see
see,direction
direction,time
understanding,koala
koala,sleep
sleep,22
22,hour
hour,per
per,day
understanding,season
season,reindeer
reindeer,eye
eye,change
change,color
understanding,tallest
tallest,tower
tower,cupcake
cupcake,ever
ever,made
made,35
35,foot
understanding,single
single,lightning
lightning,bolt
bolt,enough
enough,energy
energy,toast
toast,100
100,000
000,slice
slice,bread
understanding,largest
largest,pair
pair,eye
eye,world
world,belongs
belongs,giant
giant,squid
understanding,bottled
bottled,water
water,expiration
expiration,date
understanding,losing
losing,weight
weight,alters
alters,brain
brain,activity
understanding,sloth
sloth,hold
hold,breath
breath,longer
longer,dolphin
understanding,lightning
lightning,strike
strike,somewhere
somewhere,earth
earth,100
100,time
time,every
every,second
impression,dubai
dubai,island
island,created
created,human
impression,mobile
mobile,phone
phone,use
use,india
india,nearly
nearly,100
impression,saturn
saturn,le
le,dense
dense,water
impression,neptune
neptune,wind
wind,fastest
fastest,solar
solar,system
impression,year
year,asteroid
asteroid,size
size,car
car,enters
enters,earth
earth,atmosphere
impression,take
take,restaurant
restaurant,found
found,remains
remains,pompeii
impression,elephant
elephant,console
console,stressful
stressful,situation
impression,human
human,taste
taste,food
food,without
without,saliva
impression,continental
continental,tectonic
tectonic,plate
plate,move
move,rate
rate,fingernail
fingernail,grow
impression,outerspace
outerspace,partly
partly,smell
smell,like
like,diesel
diesel,fuel
fuel,barbeque
impression,cat
cat,taste
taste,sweet
sweet,flavor
impression,strawberry
strawberry,known
known,fruit
fruit,grow
grow,seed
seed,externally
feeling,rubik
rubik,cube
cube,best
best,selling
selling,product
product,time
feeling,number
number,business
business,allowing
allowing,employee
employee,bring
bring,pet
pet,workplace
workplace,grown
grown,6
6,worldwide
feeling,mobile
mobile,phone
phone,use
use,india
india,nearly
nearly,100
feeling,automotive
automotive,industry
industry,employ
employ,9
9,9
9,million
million,american
feeling,earliest
earliest,playable
playable,recording
recording,person
person,singing
singing,recorded
recorded,1860
feeling,watched
watched,summer
summer,olympics
olympics,event
event,past
past,20
20,year
year,gymnastics
feeling,may
may,22nd
22nd,least
least,common
common,birth
birth,date
feeling,fewer
fewer,star
star,sky
sky,tree
tree,earth
feeling,world
world,largest
largest,pyramid
pyramid,cannot
cannot,found
found,egypt
feeling,mouse
mouse,typically
typically,live
live,6
6,month
month,wild
feeling,town
town,calama
calama,chile
chile,never
never,experienced
experienced,rain
sentiment,shanghai
shanghai,china
china,world
world,longest
longest,subway
subway,system
sentiment,dog
dog,sense
sense,smell
smell,much
much,powerful
powerful,human
sentiment,snail
snail,sleep
sleep,three
three,year
sentiment,may
may,22nd
22nd,least
least,common
common,birth
birth,date
sentiment,cow
cow,best
best,friend
friend,get
get,stressed
stressed,separated
sentiment,buttermilk
buttermilk,contain
contain,butter
sentiment,successful
successful,predator
predator,wild
wild,dog
sentiment,longest
longest,recorded
recorded,tennis
tennis,match
match,lasted
lasted,11
11,hour
position,60
60,world
world,population
population,access
access,internet
position,american
american,basketball
basketball,legend
legend,wilt
wilt,chamberlain
chamberlain,never
never,fouled
fouled,game
position,jupiter
jupiter,moon
position,black
black,cat
cat,good
good,luck
luck,britain
britain,japan
position,elasticity
elasticity,rubber
rubber,band
band,last
last,much
much,longer
longer,refrigerated
position,cold
cold,water
water,cleansing
cleansing,hot
hot,water
position,driving
driving,south
south,detroit
detroit,lead
lead,canada
reasoning,nucelear
nucelear,fission
fission,used
used,produce
produce,electricity
reasoning,car
car,horn
horn,honk
honk,key
key,f
reasoning,oldest
oldest,surviving
surviving,song
song,around
around,3
3,500
500,year
year,old
reasoning,one
one,third
third,world
world,airport
airport,located
located,u
reasoning,ant
ant,lift
lift,20
20,time
time,body
body,weight
reasoning,planet
planet,made
made,diamond
diamond,two
two,time
time,size
size,earth
reasoning,microwave
microwave,oven
oven,accidental
accidental,invention
reasoning,continental
continental,tectonic
tectonic,plate
plate,move
move,rate
rate,fingernail
fingernail,grow
reasoning,sea
sea,otter
otter,born
born,unable
unable,swim
reasoning,opposite
opposite,side
side,dice
dice,always
always,equal
equal,7
reasoning,man
man,set
set,record
record,putting
putting,260
260,shirt
reasoning,around
around,50
50,mined
mined,gold
gold,earth
earth,come
come,one
one,source
belief,austrian
austrian,physicist
physicist,erwin
erwin,schrödinger
schrödinger,allergic
allergic,cat
belief,american
american,industrialist
industrialist,andrew
andrew,carnegie
carnegie,net
net,worth
worth,475
475,million
million,usd
usd,worth
worth,300
300,billion
billion,usd
usd,today
belief,seventy
seventy,percent
percent,small
small,business
business,owned
owned,operated
operated,single
single,person
belief,90
90,good
good,shipped
shipped,ocean
ocean,freight
belief,oldest
oldest,playable
playable,musical
musical,instrument
instrument,found
found,china
belief,half
half,world
world,population
population,access
access,web
web,via
via,mobile
mobile,device
belief,city
city,largest
largest,bus
bus,network
network,world
world,jakarta
jakarta,indonesia
belief,koala
koala,sleep
sleep,22
22,hour
hour,per
per,day
belief,would
would,take
take,258
258,earth
earth,day
day,drive
drive,around
around,one
one,saturn
saturn,ring
ring,speed
speed,75
75,mph
belief,jupiter
jupiter,moon
belief,scottish
scottish,first
first,people
people,fry
fry,chicken
belief,people
people,sneeze
sneeze,sleep
belief,cat
cat,sleep
sleep,two
two,third
third,life
belief,eiffel
eiffel,tower
tower,get
get,taller
taller,summer
belief,170
170,year
year,old
old,champagne
champagne,found
found,baltic
baltic,sea
belief,opposite
opposite,side
side,dice
dice,always
always,equal
equal,7
belief,burn
burn,calorie
calorie,standing
belief,dwarf
dwarf,planet
planet,pluto
pluto,named
named,11
11,year
year,old
old,girl
belief,pineapple
pineapple,plant
plant,produce
produce,one
one,pineapple
pineapple,year
hypothesis,90
90,good
good,shipped
shipped,ocean
ocean,freight
hypothesis,90
90,world
world,data
data,generated
generated,2019
hypothesis,million
million,tree
tree,estimated
estimated,planted
planted,squirrel
squirrel,forgot
forgot,buried
buried,nut
hypothesis,canary
canary,island
island,named
named,type
type,dog
dog,bird
hypothesis,bubble
bubble,wrap
wrap,originally
originally,designed
designed,used
used,wallpaper
hypothesis,queen
queen,ant
ant,colony
colony,live
live,around
around,30
30,year
hypothesis,moon
moon,moving
moving,away
away,earth
hypothesis,china
china,world
world,largest
largest,silk
silk,producer
point,view
view,business
business,owned
owned,woman
woman,men
men,2045
point,view
view,60
60,world
world,population
population,access
access,internet
point,view
view,badminton
badminton,fastest
fastest,ball
ball,net
net,sport
sport,world
point,view
view,koala
koala,sleep
sleep,22
22,hour
hour,per
per,day
point,view
view,sputnik
sputnik,first
first,artificial
artificial,satellite
satellite,space
point,view
view,sunset
sunset,blue
blue,mar
point,view
view,scottish
scottish,first
first,people
people,fry
fry,chicken
point,view
view,human
human,taste
taste,food
food,without
without,saliva
point,view
view,24
24,time
time,zone
zone,around
around,world
point,view
view,continental
continental,tectonic
tectonic,plate
plate,move
move,rate
rate,fingernail
fingernail,grow
point,view
view,leech
leech,historically
historically,used
used,predict
predict,weather
point,view
view,bottled
bottled,water
water,expiration
expiration,date
view,new
new,island
island,formed
formed,volcano
volcano,sea
sea,everyday
view,productive
productive,work
work,day
day,week
week,tuesday
view,cannonball
cannonball,first
first,object
object,thrown
thrown,international
international,shot
shot,put
put,event
event,early
early,1900s
view,first
first,glove
glove,used
used,american
american,sport
sport,baseball
baseball,fingerless
view,ant
ant,lift
lift,20
20,time
time,body
body,weight
view,new
new,parent
parent,lose
lose,around
around,750
750,hour
hour,sleep
sleep,first
first,year
year,first
first,child
child,life
view,australia
australia,number
number,venomous
venomous,snake
snake,worldwide
view,human
human,taste
taste,food
food,without
without,saliva
view,melting
melting,glacier
glacier,make
make,fizzy
fizzy,noise
opinion,best
best,selling
selling,single
single,time
time,white
white,christmas
christmas,bing
bing,crosby
opinion,starting
starting,1990
1990,american
american,basketball
basketball,player
player,michael
michael,jordan
jordan,chicago
chicago,bull
bull,never
never,three
three,game
game,losing
losing,streak
streak,eight
eight,year
opinion,day
day,mar
mar,length
length,earth
opinion,people
people,born
born,2
2,natural
natural,fear
fear,fear
fear,falling
falling,fear
fear,loud
loud,sound
opinion,sneezing
sneezing,traveling
traveling,60
60,mph
mph,make
make,close
close,eye
eye,50
50,foot
opinion,losing
losing,weight
weight,alters
alters,brain
brain,activity
opinion,longest
longest,recorded
recorded,tennis
tennis,match
match,lasted
lasted,11
11,hour
thinking,would
would,take
take,le
le,month
month,get
get,moon
moon,car
car,60mph
thinking,origin
origin,banjo
banjo,instrument
instrument,begin
begin,africa
thinking,first
first,glove
glove,used
used,american
american,sport
sport,baseball
baseball,fingerless
thinking,longest
longest,possible
possible,train
train,journey
journey,world
world,portugal
portugal,singapore
thinking,currently
currently,300
300,cruise
cruise,ship
ship,operating
operating,around
around,world
thinking,see
see,side
side,moon
thinking,moon
moon,crater
crater,might
might,coldest
coldest,place
place,solar
solar,system
thinking,butterfly
butterfly,taste
taste,foot
thinking,frigate
frigate,bird
bird,sleep
sleep,flying
thinking,dwarf
dwarf,planet
planet,pluto
pluto,named
named,11
11,year
year,old
old,girl
understanding,productive
productive,work
work,day
day,week
week,tuesday
understanding,4
4,top
top,10
10,highest
highest,paid
paid,atheletes
atheletes,world
world,player
player,american
american,national
national,basketball
basketball,assocation
assocation,nba
understanding,pluto
pluto,could
could,theoretically
theoretically,sustain
sustain,life
understanding,season
season,reindeer
reindeer,eye
eye,change
change,color
understanding,people
people,born
born,2
2,natural
natural,fear
fear,fear
fear,falling
falling,fear
fear,loud
loud,sound
understanding,baked
baked,bean
bean,actually
actually,baked
impression,india
india,train
train,transport
transport,roughly
roughly,23
23,million
million,passenger
passenger,day
impression,busiest
busiest,airport
airport,world
world,united
united,state
impression,ant
ant,lift
lift,20
20,time
time,body
body,weight
impression,hummingbird
hummingbird,bird
bird,fly
fly,backwards
impression,sound
sound,actually
actually,travel
travel,space
impression,tree
tree,melbourne
melbourne,email
email,address
impression,insect
insect,attracted
attracted,light
light,moon
impression,leech
leech,historically
historically,used
used,predict
predict,weather
impression,largest
largest,recorded
recorded,snowflake
snowflake,15
15,inch
inch,wide
impression,ketchup
ketchup,leaf
leaf,bottle
bottle,measured
measured,speed
speed,25
25,mile
mile,per
per,year
feeling,total
total,number
number,multinational
multinational,company
company,investing
investing,green
green,initiative
initiative,increased
increased,35
35,since
since,2020
feeling,first
first,cricket
cricket,ball
ball,made
made,tightly
tightly,packed
packed,sheep
sheep,wool
feeling,scottish
scottish,first
first,people
people,fry
fry,chicken
feeling,eiffel
eiffel,tower
tower,lean
lean,away
away,sun
feeling,human
human,jumped
jumped,horse
horse,olympics
feeling,world
world,largest
largest,pyramid
pyramid,cannot
cannot,found
found,egypt
feeling,cat
cat,taste
taste,sweet
sweet,flavor
feeling,moon
moon,moving
moving,away
away,earth
sentiment,new
new,element
element,discovered
discovered,outside
outside,periodic
periodic,table
sentiment,90
90,good
good,shipped
shipped,ocean
ocean,freight
sentiment,average
average,car
car,contains
contains,30000
30000,unique
unique,part
sentiment,see
see,side
side,moon
sentiment,scottish
scottish,first
first,people
people,fry
fry,chicken
sentiment,sense
sense,smell
smell,taste
taste,decrease
decrease,20
20,50
50,airplane
airplane,flight
sentiment,fewer
fewer,star
star,sky
sky,tree
tree,earth
sentiment,cactus
cactus,spine
spine,used
used,make
make,hook
position,average
average,human
human,child
child,developing
developing,body
body,300
300,bone
bone,adulthood
adulthood,206
position,earth
earth,day
day,getting
getting,longer
longer,time
time,due
due,orbital
orbital,expansion
position,elvis
elvis,presley
presley,sold
sold,record
record,music
music,band
band,beatles
position,one
one,third
third,world
world,airport
airport,located
located,u
position,world
world,championship
championship,throwing
throwing,mobile
mobile,phone
position,two
two,tongue
tongue,print
print,alike
position,human
human,taste
taste,food
food,without
without,saliva
position,penguin
penguin,jump
jump,high
high,9
9,foot
foot,air
position,continental
continental,tectonic
tectonic,plate
plate,move
move,rate
rate,fingernail
fingernail,grow
position,human
human,likely
likely,weird
weird,scary
scary,dream
dream,sleeping
sleeping,stomach
position,odds
odds,getting
getting,set
set,card
card,referred
referred,royal
royal,flush
flush,1
1,649
649,740
position,snake
snake,predict
predict,earthquake
reasoning,microorganism
microorganism,one
one,teaspoon
teaspoon,soil
soil,people
people,planet
reasoning,new
new,island
island,formed
formed,volcano
volcano,sea
sea,everyday
reasoning,iceland
iceland,growing
growing,5
5,centimeter
centimeter,per
per,year
reasoning,business
business,owned
owned,woman
woman,men
men,2045
reasoning,earliest
earliest,playable
playable,recording
recording,person
person,singing
singing,recorded
recorded,1860
reasoning,city
city,largest
largest,bus
bus,network
network,world
world,jakarta
jakarta,indonesia
reasoning,mar
mar,running
running,water
reasoning,child
child,born
born,le
le,frequently
frequently,saturday
reasoning,alaska
alaska,u
u,state
state,whose
whose,name
name,typed
typed,single
single,row
row,american
american,standard
standard,keyboard
reasoning,flossing
flossing,teeth
teeth,improves
improves,memory
reasoning,town
town,calama
calama,chile
chile,never
never,experienced
experienced,rain
belief,elvis
elvis,presley
presley,sold
sold,record
record,music
music,band
band,beatles
belief,60
60,world
world,population
population,access
access,internet
belief,badminton
badminton,fastest
fastest,ball
ball,net
net,sport
sport,world
belief,first
first,cruise
cruise,ship
ship,set
set,sail
sail,1900
belief,mar
mar,running
running,water
belief,longest
longest,location
location,name
name,planet
planet,earth
earth,85
85,letter
letter,english
belief,fewer
fewer,star
star,sky
sky,tree
tree,earth
belief,cactus
cactus,spine
spine,used
used,make
make,hook
belief,deck
deck,card
card,king
king,heart
heart,king
king,without
without,mustache
hypothesis,japanese
japanese,word
word,karaoke
karaoke,come
come,phrase
phrase,meaning
meaning,empty
empty,orchestra
hypothesis,would
would,take
take,50
50,petabyte
petabyte,drive
drive,store
store,every
every,written
written,work
work,ever
ever,created
hypothesis,longest
longest,commercial
commercial,flight
flight,history
history,took
took,around
around,30
30,hour
hypothesis,octopus
octopus,three
three,heart
hypothesis,baked
baked,bean
bean,actually
actually,baked
hypothesis,artificial
artificial,banana
banana,flavoring
flavoring,based
based,extinct
extinct,banana
banana,type
hypothesis,ancient
ancient,egyptian
egyptian,slept
slept,pillow
pillow,made
made,stone
hypothesis,neptune
neptune,first
first,planet
planet,discovered
discovered,seen
seen,telescope
hypothesis,one
one,armed
armed,player
player,scored
scored,winning
winning,goal
goal,first
first,soccer
soccer,tournament
tournament,world
world,cup
cup,1930
hypothesis,billion
billion,egg
egg,produced
produced,commercially
commercially,year
hypothesis,fingernail
fingernail,dominant
dominant,hand
hand,grow
grow,faster
hypothesis,frigate
frigate,bird
bird,sleep
sleep,flying
hypothesis,sloth
sloth,hold
hold,breath
breath,longer
longer,dolphin
hypothesis,6
6,000
000,specie
specie,grass
hypothesis,town
town,calama
calama,chile
chile,never
never,experienced
experienced,rain
friend,point
point,view
view,car
car,horn
horn,honk
honk,key
key,f
friend,point
point,view
view,1
1,billion
billion,car
car,currently
currently,use
use,around
around,world
friend,point
point,view
view,violin
violin,constructed
constructed,70
70,individual
individual,wooden
wooden,piece
friend,point
point,view
view,recorded
recorded,song
song,history
history,summertime
summertime,written
written,george
george,gershwin
gershwin,dorothy
dorothy,heyward
friend,point
point,view
view,hummingbird
hummingbird,bird
bird,fly
fly,backwards
friend,point
point,view
view,chinese
chinese,began
began,document
document,halley
halley,comet
comet,240
240,b
b,c
friend,point
point,view
view,single
single,day
day,venus
venus,take
take,243
243,earth
earth,day
friend,point
point,view
view,bent
bent,joint
joint,leg
leg,flamingo
flamingo,ankle
friend,point
point,view
view,canned
canned,pumpkin
pumpkin,contain
contain,actual
actual,pumpkin
friend,point
point,view
view,two
two,tongue
tongue,print
print,alike
friend,point
point,view
view,q
q,letter
letter,appear
appear,u
u,state
state,name
friend,point
point,view
view,bee
bee,fly
fly,higher
higher,mount
mount,everest
friend,point
point,view
view,driving
driving,south
south,detroit
detroit,lead
lead,canada
friend,point
point,view
view,fit
fit,400
400,grapevine
grapevine,one
one,acre
acre,land
friend,view
view,iceland
iceland,growing
growing,5
5,centimeter
centimeter,per
per,year
friend,view
view,metro
metro,st
st,petersburg
petersburg,average
average,depth
depth,hundred
hundred,meter
meter,deepest
deepest,metro
metro,world
friend,view
view,neptune
neptune,radiates
radiates,heat
heat,get
get,sun
friend,view
view,scottish
scottish,first
first,people
people,fry
fry,chicken
friend,view
view,blue
blue,whale
whale,heartbeat
heartbeat,heard
heard,two
two,mile
mile,away
friend,view
view,opposite
opposite,side
side,dice
dice,always
always,equal
equal,7
friend,view
view,pineapple
pineapple,plant
plant,produce
produce,one
one,pineapple
pineapple,year
friend,opinion
opinion,human
human,live
live,mar
mar,2035
friend,opinion
opinion,sweden
sweden,island
island,country
friend,opinion
opinion,pineapple
pineapple,named
named,pinecone
friend,thinking
thinking,fly
fly,individual
individual,jetpacks
jetpacks,2032
friend,thinking
thinking,musical
musical,artist
artist,prince
prince,played
played,27
27,different
different,instrument
instrument,debut
debut,album
friend,thinking
thinking,longest
longest,recorded
recorded,cricket
cricket,match
match,lasted
lasted,14
14,day
friend,thinking
thinking,1920
1920,last
last,time
time,event
event,tug
tug,war
war,played
played,summer
summer,olympics
friend,thinking
thinking,india
india,train
train,transport
