Node1,Node2
read,social
social,medium
medium,claim
claim,strawberry
strawberry,known
known,fruit
fruit,grow
grow,seed
seed,externally
someone,read
read,discussion
discussion,board
board,average
average,human
human,child
child,developing
developing,body
body,300
300,bone
bone,adulthood
adulthood,206
someone,read
read,discussion
discussion,board
board,new
new,island
island,formed
formed,volcano
volcano,sea
sea,everyday
someone,read
read,discussion
discussion,board
board,american
american,industrialist
industrialist,andrew
andrew,carnegie
carnegie,net
net,worth
worth,475
475,million
million,usd
usd,worth
worth,300
300,billion
billion,usd
usd,today
someone,read
read,discussion
discussion,board
board,windshield
windshield,wiper
wiper,invented
invented,1905
someone,read
read,discussion
discussion,board
board,first
first,electric
electric,vehicle
vehicle,created
created,1832
someone,read
read,discussion
discussion,board
board,origin
origin,banjo
banjo,instrument
instrument,begin
begin,africa
someone,read
read,discussion
discussion,board
board,60
60,world
world,population
population,access
access,internet
someone,read
read,discussion
discussion,board
board,half
half,world
world,population
population,access
access,web
web,via
via,mobile
mobile,device
someone,read
read,discussion
discussion,board
board,would
would,take
take,50
50,petabyte
petabyte,drive
drive,store
store,every
every,written
written,work
work,ever
ever,created
someone,read
read,discussion
discussion,board
board,1
1,3
3,people
people,never
never,used
used,internet
someone,read
read,discussion
discussion,board
board,first
first,glove
glove,used
used,american
american,sport
sport,baseball
baseball,fingerless
someone,read
read,discussion
discussion,board
board,shanghai
shanghai,china
china,world
world,longest
longest,subway
subway,system
someone,read
read,discussion
discussion,board
board,busiest
busiest,airport
airport,world
world,united
united,state
someone,read
read,discussion
discussion,board
board,city
city,largest
largest,bus
bus,network
network,world
world,jakarta
jakarta,indonesia
someone,read
read,discussion
discussion,board
board,common
common,garden
garden,snail
snail,12
12,000
000,teeth
someone,read
read,discussion
discussion,board
board,sputnik
sputnik,first
first,artificial
artificial,satellite
satellite,space
someone,read
read,discussion
discussion,board
board,chinese
chinese,began
began,document
document,halley
halley,comet
comet,240
240,b
b,c
someone,read
read,discussion
discussion,board
board,bent
bent,joint
joint,leg
leg,flamingo
flamingo,ankle
someone,read
read,discussion
discussion,board
board,chihuahua
chihuahua,largest
largest,brain
brain,among
among,dog
someone,read
read,discussion
discussion,board
board,antarctica
antarctica,continent
continent,without
without,reptile
reptile,snake
someone,read
read,discussion
discussion,board
board,insect
insect,attracted
attracted,light
light,moon
someone,read
read,discussion
discussion,board
board,may
may,22nd
22nd,least
least,common
common,birth
birth,date
someone,read
read,discussion
discussion,board
board,tallest
tallest,tower
tower,cupcake
cupcake,ever
ever,made
made,35
35,foot
someone,read
read,discussion
discussion,board
board,sweden
sweden,island
island,country
someone,read
read,discussion
discussion,board
board,red
red,billed
billed,quelea
quelea,common
common,bird
bird,earth
someone,read
read,discussion
discussion,board
board,cow
cow,best
best,friend
friend,get
get,stressed
stressed,separated
someone,read
read,discussion
discussion,board
board,new
new,zealander
zealander,pet
pet,per
per,household
household,country
someone,read
read,discussion
discussion,board
board,black
black,cat
cat,good
good,luck
luck,britain
britain,japan
someone,read
read,discussion
discussion,board
board,q
q,letter
letter,appear
appear,u
u,state
state,name
someone,read
read,discussion
discussion,board
board,largest
largest,pair
pair,eye
eye,world
world,belongs
belongs,giant
giant,squid
someone,read
read,discussion
discussion,board
board,x
x,ray
ray,distinguish
distinguish,real
real,diamond
diamond,fake
fake,one
someone,read
read,discussion
discussion,board
board,human
human,physically
physically,cannot
cannot,hum
hum,holding
holding,nose
someone,read
read,discussion
discussion,board
board,pineapple
pineapple,named
named,pinecone
someone,read
read,discussion
discussion,board
board,two
two,teeth
teeth,different
different,people
people,ever
ever,alike
someone,read
read,discussion
discussion,board
board,banana
banana,get
get,curved
curved,shape
shape,growing
growing,towards
towards,sun
someone,read
read,discussion
discussion,board
board,fingernail
fingernail,dominant
dominant,hand
hand,grow
grow,faster
someone,read
read,discussion
discussion,board
board,lemur
lemur,previously
previously,size
size,gorilla
someone,read
read,discussion
discussion,board
board,queen
queen,ant
ant,colony
colony,live
live,around
around,30
30,year
someone,read
read,discussion
discussion,board
board,giant
giant,tortoise
tortoise,believed
believed,extinct
extinct,found
found,galapagos
galapagos,island
someone,read
read,discussion
discussion,board
board,claim
claim,largest
largest,rock
rock,earth
earth,australia
someone,read
read,discussion
discussion,board
board,claim
claim,american
american,industrialist
industrialist,andrew
andrew,carnegie
carnegie,net
net,worth
worth,475
475,million
million,usd
usd,worth
worth,300
300,billion
billion,usd
usd,today
someone,read
read,discussion
discussion,board
board,claim
claim,metro
metro,st
st,petersburg
petersburg,average
average,depth
depth,hundred
hundred,meter
meter,deepest
deepest,metro
metro,world
someone,read
read,discussion
discussion,board
board,claim
claim,average
average,car
car,contains
contains,30000
30000,unique
unique,part
someone,read
read,discussion
discussion,board
board,claim
claim,oldest
oldest,playable
playable,musical
musical,instrument
instrument,found
found,china
someone,read
read,discussion
discussion,board
board,claim
claim,origin
origin,banjo
banjo,instrument
instrument,begin
begin,africa
someone,read
read,discussion
discussion,board
board,claim
claim,voyager
voyager,spacecraft
spacecraft,carried
carried,recording
recording,chuck
chuck,berry
berry,johnny
johnny,b
b,goode
goode,solar
solar,system
someone,read
read,discussion
discussion,board
board,claim
claim,99
99,individual
individual,denmark
denmark,ireland
ireland,united
united,arab
arab,emirate
emirate,internet
internet,access
someone,read
read,discussion
discussion,board
board,claim
claim,world
world,generates
generates,2
2,5
5,quintillion
quintillion,byte
byte,data
data,every
every,day
someone,read
read,discussion
discussion,board
board,claim
claim,kite
kite,flying
flying,professional
professional,sport
sport,thailand
someone,read
read,discussion
discussion,board
board,claim
claim,american
american,basketball
basketball,legend
legend,wilt
wilt,chamberlain
chamberlain,never
never,fouled
fouled,game
someone,read
read,discussion
discussion,board
board,claim
claim,biggest
biggest,passenger
passenger,bus
bus,world
world,operates
operates,brazil
someone,read
read,discussion
discussion,board
board,claim
claim,shanghai
shanghai,china
china,world
world,longest
longest,subway
subway,system
someone,read
read,discussion
discussion,board
board,claim
claim,shark
shark,glow
glow,dark
someone,read
read,discussion
discussion,board
board,claim
claim,mercury
mercury,venus
venus,2
2,planet
planet,solar
solar,system
system,moon
someone,read
read,discussion
discussion,board
board,claim
claim,halley
halley,comet
comet,seen
seen,2061
someone,read
read,discussion
discussion,board
board,claim
claim,neptune
neptune,radiates
radiates,heat
heat,get
get,sun
someone,read
read,discussion
discussion,board
board,claim
claim,moon
moon,crater
crater,might
might,coldest
coldest,place
place,solar
solar,system
someone,read
read,discussion
discussion,board
board,claim
claim,take
take,average
average,364
364,lick
lick,get
get,center
center,lollipop
someone,read
read,discussion
discussion,board
board,claim
claim,season
season,reindeer
reindeer,eye
eye,change
change,color
someone,read
read,discussion
discussion,board
board,claim
claim,chihuahua
chihuahua,largest
largest,brain
brain,among
among,dog
someone,read
read,discussion
discussion,board
board,claim
claim,scottish
scottish,first
first,people
people,fry
fry,chicken
someone,read
read,discussion
discussion,board
board,claim
claim,tree
tree,melbourne
melbourne,email
email,address
someone,read
read,discussion
discussion,board
board,claim
claim,people
people,born
born,2
2,natural
natural,fear
fear,fear
fear,falling
falling,fear
fear,loud
loud,sound
someone,read
read,discussion
discussion,board
board,claim
claim,antarctica
antarctica,continent
continent,without
without,reptile
reptile,snake
someone,read
read,discussion
discussion,board
board,claim
claim,people
people,sneeze
sneeze,sleep
someone,read
read,discussion
discussion,board
board,claim
claim,24
24,time
time,zone
zone,around
around,world
someone,read
read,discussion
discussion,board
board,claim
claim,sweden
sweden,island
island,country
someone,read
read,discussion
discussion,board
board,claim
claim,eiffel
eiffel,tower
tower,get
get,taller
taller,summer
someone,read
read,discussion
discussion,board
board,claim
claim,buttermilk
buttermilk,contain
contain,butter
someone,read
read,discussion
discussion,board
board,claim
claim,sound
sound,knuckle
knuckle,cracking
cracking,actually
actually,gas
gas,released
released,pressure
pressure,put
someone,read
read,discussion
discussion,board
board,claim
claim,cold
cold,water
water,cleansing
cleansing,hot
hot,water
someone,read
read,discussion
discussion,board
board,claim
claim,playing
playing,dance
dance,music
music,help
help,ward
ward,mosquito
someone,read
read,discussion
discussion,board
board,claim
claim,sloth
sloth,hold
hold,breath
breath,longer
longer,dolphin
someone,read
read,discussion
discussion,board
board,claim
claim,baby
baby,spider
spider,called
called,spiderlings
someone,read
read,discussion
discussion,board
board,claim
claim,honeybee
honeybee,recognize
recognize,human
human,face
someone,read
read,discussion
discussion,board
board,claim
claim,around
around,50
50,mined
mined,gold
gold,earth
earth,come
come,one
one,source
someone,read
read,discussion
discussion,board
board,claim
claim,every
every,three
three,second
second,birth
birth,taking
taking,place
place,somewhere
somewhere,world
someone,read
read,website
website,human
human,live
live,mar
mar,2035
someone,read
read,website
website,fly
fly,individual
individual,jetpacks
jetpacks,2032
someone,read
read,website
website,iceland
iceland,growing
growing,5
5,centimeter
centimeter,per
per,year
someone,read
read,website
website,rubik
rubik,cube
cube,best
best,selling
selling,product
product,time
someone,read
read,website
website,metro
metro,st
st,petersburg
petersburg,average
average,depth
depth,hundred
hundred,meter
meter,deepest
deepest,metro
metro,world
someone,read
read,website
website,number
number,business
business,allowing
allowing,employee
employee,bring
bring,pet
pet,workplace
workplace,grown
grown,6
6,worldwide
someone,read
read,website
website,harmonica
harmonica,best
best,selling
selling,musical
musical,instrument
someone,read
read,website
website,99
99,individual
individual,denmark
denmark,ireland
ireland,united
united,arab
arab,emirate
emirate,internet
internet,access
someone,read
read,website
website,almost
almost,1
1,16
16,billion
billion,website
website,200
200,million
million,active
someone,read
read,website
website,badminton
badminton,fastest
fastest,ball
ball,net
net,sport
sport,world
someone,read
read,website
website,cannonball
cannonball,first
first,object
object,thrown
thrown,international
international,shot
shot,put
put,event
event,early
early,1900s
someone,read
read,website
website,first
first,cricket
cricket,ball
ball,made
made,tightly
tightly,packed
packed,sheep
sheep,wool
someone,read
read,website
website,starting
starting,1990
1990,american
american,basketball
basketball,player
player,michael
michael,jordan
jordan,chicago
chicago,bull
bull,never
never,three
three,game
game,losing
losing,streak
streak,eight
eight,year
someone,read
read,website
website,octopus
octopus,three
three,heart
someone,read
read,website
website,ant
ant,lift
lift,20
20,time
time,body
body,weight
someone,read
read,website
website,footprint
footprint,left
left,moon
moon,disappear
disappear,wind
someone,read
read,website
website,sunset
sunset,blue
blue,mar
someone,read
read,website
website,halley
halley,comet
comet,seen
seen,2061
someone,read
read,website
website,australia
australia,wider
wider,moon
someone,read
read,website
website,single
single,day
day,venus
venus,take
take,243
243,earth
earth,day
someone,read
read,website
website,planet
planet,made
made,diamond
diamond,two
two,time
time,size
size,earth
someone,read
read,website
website,scottish
scottish,first
first,people
people,fry
fry,chicken
someone,read
read,website
website,may
may,22nd
22nd,least
least,common
common,birth
birth,date
someone,read
read,website
website,butterfly
butterfly,taste
taste,foot
someone,read
read,website
website,pound
pound,housefly
housefly,contains
contains,protein
protein,pound
pound,beef
someone,read
read,website
website,child
child,world
world,born
born,thursday
someone,read
read,website
website,human
human,likely
likely,weird
weird,scary
scary,dream
dream,sleeping
sleeping,stomach
someone,read
read,website
website,outerspace
outerspace,partly
partly,smell
smell,like
like,diesel
diesel,fuel
fuel,barbeque
someone,read
read,website
website,pineapple
pineapple,named
named,pinecone
someone,read
read,website
website,largest
largest,recorded
recorded,snowflake
snowflake,15
15,inch
inch,wide
someone,read
read,website
website,successful
successful,predator
predator,wild
wild,dog
someone,read
read,website
website,losing
losing,weight
weight,alters
alters,brain
brain,activity
someone,read
read,website
website,driving
driving,south
south,detroit
detroit,lead
lead,canada
someone,read
read,website
website,banana
banana,get
get,curved
curved,shape
shape,growing
growing,towards
towards,sun
someone,read
read,website
website,technicolored
technicolored,squirrel
squirrel,roam
roam,land
land,southern
southern,india
someone,read
read,website
website,sloth
sloth,hold
hold,breath
breath,longer
longer,dolphin
someone,read
read,website
website,largest
largest,prime
prime,number
number,17
17,425
425,170
170,digit
someone,read
read,website
website,lightning
lightning,strike
strike,somewhere
somewhere,earth
earth,100
100,time
time,every
every,second
someone,read
read,website
website,366
366,dimple
dimple,regulation
regulation,golf
golf,ball
someone,read
read,website
website,redwood
redwood,tallest
tallest,tree
someone,read
read,website
website,claim
claim,microorganism
microorganism,one
one,teaspoon
teaspoon,soil
soil,people
people,planet
someone,read
read,website
website,claim
claim,7100
7100,island
island,philippine
someone,read
read,website
website,claim
claim,bangkok
bangkok,full
full,name
name,163
163,letter
someone,read
read,website
website,claim
claim,rubik
rubik,cube
cube,best
best,selling
selling,product
product,time
someone,read
read,website
website,claim
claim,gross
gross,domestic
domestic,product
product,gdp
gdp,best
best,financial
financial,indicator
indicator,country
country,overall
overall,trade
trade,potential
someone,read
read,website
website,claim
claim,car
car,horn
horn,honk
honk,key
key,f
someone,read
read,website
website,claim
claim,first
first,electric
electric,vehicle
vehicle,created
created,1832
someone,read
read,website
website,claim
claim,automotive
automotive,industry
industry,employ
employ,9
9,9
9,million
million,american
someone,read
read,website
website,claim
claim,japanese
japanese,word
word,karaoke
karaoke,come
come,phrase
phrase,meaning
meaning,empty
empty,orchestra
someone,read
read,website
website,claim
claim,90
90,world
world,data
data,generated
generated,2019
someone,read
read,website
website,claim
claim,singapore
singapore,fastest
fastest,internet
internet,connectivity
connectivity,world
someone,read
read,website
website,claim
claim,shanghai
shanghai,china
china,world
world,longest
longest,subway
subway,system
someone,read
read,website
website,claim
claim,first
first,cruise
cruise,ship
ship,set
set,sail
sail,1900
someone,read
read,website
website,claim
claim,dog
dog,sense
sense,smell
smell,much
much,powerful
powerful,human
someone,read
read,website
website,claim
claim,see
see,side
side,moon
someone,read
read,website
website,claim
claim,chinese
chinese,began
began,document
document,halley
halley,comet
comet,240
240,b
b,c
someone,read
read,website
website,claim
claim,moon
moon,crater
crater,might
might,coldest
coldest,place
place,solar
solar,system
someone,read
read,website
website,claim
claim,bent
bent,joint
joint,leg
leg,flamingo
flamingo,ankle
someone,read
read,website
website,claim
claim,double
double,rainbow
rainbow,mirror
mirror,image
image,first
first,rainbow
someone,read
read,website
website,claim
claim,snail
snail,sleep
sleep,three
three,year
someone,read
read,website
website,claim
claim,heart
heart,beat
beat,100
100,000
000,time
time,day
someone,read
read,website
website,claim
claim,birth
birth,baby
baby,panda
panda,smaller
smaller,mouse
someone,read
read,website
website,claim
claim,eiffel
eiffel,tower
tower,lean
lean,away
away,sun
someone,read
read,website
website,claim
claim,single
single,lightning
lightning,bolt
bolt,enough
enough,energy
energy,toast
toast,100
100,000
000,slice
slice,bread
someone,read
read,website
website,claim
claim,sense
sense,smell
smell,taste
taste,decrease
decrease,20
20,50
50,airplane
airplane,flight
someone,read
read,website
website,claim
claim,q
q,letter
letter,appear
appear,u
u,state
state,name
someone,read
read,website
website,claim
claim,eye
eye,ostrich
ostrich,bigger
bigger,brain
someone,read
read,website
website,claim
claim,x
x,ray
ray,distinguish
distinguish,real
real,diamond
diamond,fake
fake,one
someone,read
read,website
website,claim
claim,continental
continental,tectonic
tectonic,plate
plate,move
move,rate
rate,fingernail
fingernail,grow
someone,read
read,website
website,claim
claim,human
human,eyeball
eyeball,grow
grow,change
change,size
size,age
someone,read
read,website
website,claim
claim,bottled
bottled,water
water,expiration
expiration,date
someone,read
read,website
website,claim
claim,people
people,speak
speak,english
english,second
second,language
language,use
use,primary
primary,language
someone,read
read,website
website,claim
claim,snake
snake,predict
predict,earthquake
someone,read
read,website
website,claim
claim,alaska
alaska,u
u,state
state,whose
whose,name
name,typed
typed,single
single,row
row,american
american,standard
standard,keyboard
someone,read
read,website
website,claim
claim,largest
largest,prime
prime,number
number,17
17,425
425,170
170,digit
someone,read
read,website
website,claim
claim,dwarf
dwarf,planet
planet,pluto
pluto,named
named,11
11,year
year,old
old,girl
someone,read
read,website
website,claim
claim,6
6,000
000,specie
specie,grass
someone,read
read,website
website,claim
claim,moon
moon,moving
moving,away
away,earth
someone,read
read,website
website,claim
claim,giant
giant,tortoise
tortoise,believed
believed,extinct
extinct,found
found,galapagos
galapagos,island
someone,read
read,news
news,human
human,live
live,mar
mar,2035
someone,read
read,news
news,austrian
austrian,physicist
physicist,erwin
erwin,schrödinger
schrödinger,allergic
allergic,cat
someone,read
read,news
news,nucelear
nucelear,fission
fission,used
used,produce
produce,electricity
someone,read
read,news
news,damascus
damascus,oldest
oldest,continuously
continuously,inhabited
inhabited,city
city,world
someone,read
read,news
news,seventy
seventy,percent
percent,small
small,business
business,owned
owned,operated
operated,single
single,person
someone,read
read,news
news,car
car,horn
horn,honk
honk,key
key,f
someone,read
read,news
news,earliest
earliest,playable
playable,recording
recording,person
person,singing
singing,recorded
recorded,1860
someone,read
read,news
news,best
best,selling
selling,single
single,time
time,white
white,christmas
christmas,bing
bing,crosby
someone,read
read,news
news,half
half,world
world,population
population,access
access,web
web,via
via,mobile
mobile,device
someone,read
read,news
news,average
average,user
user,check
check,mobile
mobile,phone
phone,around
around,150
150,time
time,day
someone,read
read,news
news,first
first,cricket
cricket,ball
ball,made
made,tightly
tightly,packed
packed,sheep
sheep,wool
someone,read
read,news
news,kite
kite,flying
flying,professional
professional,sport
sport,thailand
someone,read
read,news
news,india
india,train
train,transport
transport,roughly
roughly,23
23,million
million,passenger
passenger,day
someone,read
read,news
news,busiest
busiest,airport
airport,world
world,united
united,state
someone,read
read,news
news,reindeer
reindeer,grow
grow,new
new,antler
antler,every
every,year
someone,read
read,news
news,chinese
chinese,began
began,document
document,halley
halley,comet
comet,240
240,b
b,c
someone,read
read,news
news,sound
sound,actually
actually,travel
travel,space
someone,read
read,news
news,astronaut
astronaut,grow
grow,much
much,two
two,inch
inch,space
someone,read
read,news
news,take
take,average
average,364
364,lick
lick,get
get,center
center,lollipop
someone,read
read,news
news,bent
bent,joint
joint,leg
leg,flamingo
flamingo,ankle
someone,read
read,news
news,world
world,championship
championship,throwing
throwing,mobile
mobile,phone
someone,read
read,news
news,new
new,parent
parent,lose
lose,around
around,750
750,hour
hour,sleep
sleep,first
first,year
year,first
first,child
child,life
someone,read
read,news
news,captive
captive,raven
raven,speak
speak,better
better,parrot
someone,read
read,news
news,avocado
avocado,never
never,ripen
ripen,still
still,attached
attached,tree
someone,read
read,news
news,artificial
artificial,banana
banana,flavoring
flavoring,based
based,extinct
extinct,banana
banana,type
someone,read
read,news
news,sneezing
sneezing,traveling
traveling,60
60,mph
mph,make
make,close
close,eye
eye,50
50,foot
someone,read
read,news
news,insect
insect,attracted
attracted,light
light,moon
someone,read
read,news
news,penguin
penguin,jump
jump,high
high,9
9,foot
foot,air
someone,read
read,news
news,eiffel
eiffel,tower
tower,lean
lean,away
away,sun
someone,read
read,news
news,population
population,united
united,state
state,increase
increase,one
one,person
person,every
every,12
12,second
someone,read
read,news
news,24
24,time
time,zone
zone,around
around,world
someone,read
read,news
news,sweden
sweden,island
island,country
someone,read
read,news
news,cow
cow,best
best,friend
friend,get
get,stressed
stressed,separated
someone,read
read,news
news,sense
sense,smell
smell,taste
taste,decrease
decrease,20
20,50
50,airplane
airplane,flight
someone,read
read,news
news,neptune
neptune,first
first,planet
planet,discovered
discovered,seen
seen,telescope
someone,read
read,news
news,wild
wild,boar
boar,wash
wash,food
someone,read
read,news
news,continental
continental,tectonic
tectonic,plate
plate,move
move,rate
rate,fingernail
fingernail,grow
someone,read
read,news
news,human
human,likely
likely,weird
weird,scary
scary,dream
dream,sleeping
sleeping,stomach
someone,read
read,news
news,human
human,eyeball
eyeball,grow
grow,change
change,size
size,age
someone,read
read,news
news,smelling
smelling,green
green,apple
apple,help
help,weight
weight,loss
someone,read
read,news
news,one
one,strand
strand,hair
hair,hold
hold,3
3,ounce
ounce,weight
someone,read
read,news
news,leech
leech,historically
historically,used
used,predict
predict,weather
someone,read
read,news
news,successful
successful,predator
predator,wild
wild,dog
someone,read
read,news
news,odds
odds,getting
getting,set
set,card
card,referred
referred,royal
royal,flush
flush,1
1,649
649,740
someone,read
read,news
news,fingernail
fingernail,dominant
dominant,hand
hand,grow
grow,faster
someone,read
read,news
news,man
man,set
set,record
record,putting
putting,260
260,shirt
someone,read
read,news
news,technicolored
technicolored,squirrel
squirrel,roam
roam,land
land,southern
southern,india
someone,read
read,news
news,honeybee
honeybee,recognize
recognize,human
human,face
someone,read
read,news
news,largest
largest,prime
prime,number
number,17
17,425
425,170
170,digit
someone,read
read,news
news,around
around,50
50,mined
mined,gold
gold,earth
earth,come
come,one
one,source
someone,read
read,news
news,queen
queen,ant
ant,colony
colony,live
live,around
around,30
30,year
someone,read
read,news
news,moon
moon,moving
moving,away
away,earth
someone,read
read,news
news,pineapple
pineapple,plant
plant,produce
produce,one
one,pineapple
pineapple,year
someone,read
read,news
news,china
china,world
world,largest
largest,silk
silk,producer
someone,read
read,news
news,strawberry
strawberry,known
known,fruit
fruit,grow
grow,seed
seed,externally
someone,read
read,news
news,claim
claim,microorganism
microorganism,one
one,teaspoon
teaspoon,soil
soil,people
people,planet
someone,read
read,news
news,claim
claim,new
new,island
island,formed
formed,volcano
volcano,sea
sea,everyday
someone,read
read,news
news,claim
claim,dubai
dubai,island
island,created
created,human
someone,read
read,news
news,claim
claim,7100
7100,island
island,philippine
someone,read
read,news
news,claim
claim,bangkok
bangkok,full
full,name
name,163
163,letter
someone,read
read,news
news,claim
claim,business
business,owned
owned,woman
woman,men
men,2045
someone,read
read,news
news,claim
claim,modern
modern,formula
formula,1
1,racing
racing,car
car,drive
drive,upside
upside,tunnel
tunnel,120mph
someone,read
read,news
news,claim
claim,first
first,electric
electric,vehicle
vehicle,created
created,1832
someone,read
read,news
news,claim
claim,car
car,radio
radio,first
first,introduced
introduced,1922
someone,read
read,news
news,claim
claim,average
average,car
car,100
100,mile
mile,code
code,vehicle
vehicle,internal
internal,computer
someone,read
read,news
news,claim
claim,origin
origin,banjo
banjo,instrument
instrument,begin
begin,africa
someone,read
read,news
news,claim
claim,voyager
voyager,spacecraft
spacecraft,carried
carried,recording
recording,chuck
chuck,berry
berry,johnny
johnny,b
b,goode
goode,solar
solar,system
someone,read
read,news
news,claim
claim,band
band,metallica
metallica,first
first,group
group,play
play,seven
seven,continent
someone,read
read,news
news,claim
claim,first
first,cricket
cricket,ball
ball,made
made,tightly
tightly,packed
packed,sheep
sheep,wool
someone,read
read,news
news,claim
claim,busiest
busiest,airport
airport,world
world,united
united,state
someone,read
read,news
news,claim
claim,first
first,cruise
cruise,ship
ship,set
set,sail
sail,1900
someone,read
read,news
news,claim
claim,dolphin
dolphin,mammal
someone,read
read,news
news,claim
claim,mercury
mercury,venus
venus,2
2,planet
planet,solar
solar,system
system,moon
someone,read
read,news
news,claim
claim,jupiter
jupiter,moon
someone,read
read,news
news,claim
claim,sunset
sunset,blue
blue,mar
someone,read
read,news
news,claim
claim,neptune
neptune,wind
wind,fastest
fastest,solar
solar,system
someone,read
read,news
news,claim
claim,planet
planet,made
made,diamond
diamond,two
two,time
time,size
size,earth
someone,read
read,news
news,claim
claim,marie
marie,curie
curie,person
person,two
two,nobel
nobel,prize
prize,different
different,science
someone,read
read,news
news,claim
claim,take
take,average
average,364
364,lick
lick,get
get,center
center,lollipop
someone,read
read,news
news,claim
claim,bent
bent,joint
joint,leg
leg,flamingo
flamingo,ankle
someone,read
read,news
news,claim
claim,scottish
scottish,first
first,people
people,fry
fry,chicken
someone,read
read,news
news,claim
claim,tree
tree,melbourne
melbourne,email
email,address
someone,read
read,news
news,claim
claim,snail
snail,sleep
sleep,three
three,year
someone,read
read,news
news,claim
claim,crocodile
crocodile,cannot
cannot,stick
stick,tongue
someone,read
read,news
news,claim
claim,full
full,jumbo
jumbo,jet
jet,tank
tank,enough
enough,fuel
fuel,drive
drive,car
car,around
around,world
world,four
four,time
someone,read
read,news
news,claim
claim,penguin
penguin,jump
jump,high
high,9
9,foot
foot,air
someone,read
read,news
news,claim
claim,population
population,united
united,state
state,increase
increase,one
one,person
person,every
every,12
12,second
someone,read
read,news
news,claim
claim,ancient
ancient,egyptian
egyptian,slept
slept,pillow
pillow,made
made,stone
someone,read
read,news
news,claim
claim,red
red,billed
billed,quelea
quelea,common
common,bird
bird,earth
someone,read
read,news
news,claim
claim,japan
japan,considered
considered,good
good,luck
luck,sumo
sumo,wrestler
wrestler,make
make,baby
baby,cry
someone,read
read,news
news,claim
claim,neptune
neptune,first
first,planet
planet,discovered
discovered,seen
seen,telescope
someone,read
read,news
news,claim
claim,human
human,ear
ear,nose
nose,never
never,stop
stop,growing
someone,read
read,news
news,claim
claim,human
human,jumped
jumped,horse
horse,olympics
someone,read
read,news
news,claim
claim,first
first,commercial
commercial,airplane
airplane,flight
flight,lasted
lasted,23
23,minute
someone,read
read,news
news,claim
claim,eye
eye,ostrich
ostrich,bigger
bigger,brain
someone,read
read,news
news,claim
claim,buttermilk
buttermilk,contain
contain,butter
someone,read
read,news
news,claim
claim,human
human,physically
physically,cannot
cannot,hum
hum,holding
holding,nose
someone,read
read,news
news,claim
claim,human
human,likely
likely,weird
weird,scary
scary,dream
dream,sleeping
sleeping,stomach
someone,read
read,news
news,claim
claim,human
human,eyeball
eyeball,grow
grow,change
change,size
size,age
someone,read
read,news
news,claim
claim,driving
driving,south
south,detroit
detroit,lead
lead,canada
someone,read
read,news
news,claim
claim,two
two,teeth
teeth,different
different,people
people,ever
ever,alike
someone,read
read,news
news,claim
claim,technicolored
technicolored,squirrel
squirrel,roam
roam,land
land,southern
southern,india
someone,read
read,news
news,claim
claim,sloth
sloth,hold
hold,breath
breath,longer
longer,dolphin
someone,read
read,news
news,claim
claim,burn
burn,calorie
calorie,standing
someone,read
read,news
news,claim
claim,dwarf
dwarf,planet
planet,pluto
pluto,named
named,11
11,year
year,old
old,girl
someone,read
read,news
news,claim
claim,lightning
lightning,strike
strike,somewhere
somewhere,earth
earth,100
100,time
time,every
every,second
someone,read
read,news
news,claim
claim,town
town,calama
calama,chile
chile,never
never,experienced
experienced,rain
someone,read
read,medium
medium,drone
drone,delivery
delivery,already
already,happening
happening,become
become,common
common,2025
someone,read
read,medium
medium,making
making,emotional
emotional,facial
facial,expression
expression,prompt
prompt,human
human,emotion
someone,read
read,medium
medium,seventy
seventy,percent
percent,small
small,business
business,owned
owned,operated
operated,single
single,person
someone,read
read,medium
medium,90
90,driver
driver,admit
admit,singing
singing,car
someone,read
read,medium
medium,oldest
oldest,playable
playable,musical
musical,instrument
instrument,found
found,china
someone,read
read,medium
medium,voyager
voyager,spacecraft
spacecraft,carried
carried,recording
recording,chuck
chuck,berry
berry,johnny
johnny,b
b,goode
goode,solar
solar,system
someone,read
read,medium
medium,harmonica
harmonica,best
best,selling
selling,musical
musical,instrument
someone,read
read,medium
medium,60
60,world
world,population
population,access
access,internet
someone,read
read,medium
medium,longest
longest,recorded
recorded,cricket
cricket,match
match,lasted
lasted,14
14,day
someone,read
read,medium
medium,cannonball
cannonball,first
first,object
object,thrown
thrown,international
international,shot
shot,put
put,event
event,early
early,1900s
someone,read
read,medium
medium,kite
kite,flying
flying,professional
professional,sport
sport,thailand
someone,read
read,medium
medium,first
first,modern
modern,olympics
olympics,winner
winner,awarded
awarded,silver
silver,medal
someone,read
read,medium
medium,one
one,third
third,world
world,airport
airport,located
located,u
someone,read
read,medium
medium,london
london,england
england,world
world,oldest
oldest,subway
subway,system
someone,read
read,medium
medium,dog
dog,sense
sense,smell
smell,much
much,powerful
powerful,human
someone,read
read,medium
medium,koala
koala,sleep
sleep,22
22,hour
hour,per
per,day
someone,read
read,medium
medium,snow
snow,metal
metal,rain
rain,acid
acid,venus
someone,read
read,medium
medium,halley
halley,comet
comet,seen
seen,2061
someone,read
read,medium
medium,saturn
saturn,le
le,dense
dense,water
someone,read
read,medium
medium,rain
rain,diamond
diamond,jupiter
jupiter,saturn
someone,read
read,medium
medium,take
take,average
average,364
364,lick
lick,get
get,center
center,lollipop
someone,read
read,medium
medium,new
new,parent
parent,lose
lose,around
around,750
750,hour
hour,sleep
sleep,first
